molecule (Canonical/Isomeric SMILES),bacteria,MIC (µmol mL−1),MIC (µg mL−1),doi,id,type,group,group_name,Unnamed: 9,Molecular weight,MIC,log MIC,S. aureus,E. coli,
N1=CN=C(C=2NC=NC12)N3CCCCC3,E. coli,,256,https://doi.org/10.1016/j.bmcl.2018.03.046,5a,hybrid,C1CN(CCO1)C1=NC=NC2=C1NC=N2,purine,,203.2489999999999,1259.538792318782,3.100211547801219,-,+,нет бензимидазола
N=1C=NC(=C2N=CN(C12)CC3=NC=4C=CC=CC4N3CCCCCC)N5CCCCC5,E. coli,,256,https://doi.org/10.1016/j.bmcl.2018.03.046,6a,hybrid,C(N1C=NC2=C(N=CN=C12)N1CCCCC1)C1=NC2=C(N1)C=CC=C2,purine,,417.56100000000043,613.0840763385463,2.787520036322783,-,+,
N1=CN=C(C=2NC=NC12)N3CCCC3,E. coli,,256,https://doi.org/10.1016/j.bmcl.2018.03.046,5b,hybrid,C1CN(CCO1)C1=NC=NC2=C1NC=N2,purine,,189.22199999999992,1352.9082242022603,3.1312683368234966,-,+,нет бензимидазола
N=1C=NC(=C2N=CN(C12)CC3=NC=4C=CC=CC4N3CCCCCC)N5CCCC5,E. coli,,256,https://doi.org/10.1016/j.bmcl.2018.03.046,6b,hybrid,C(N1C=NC2=C(N=CN=C12)N1CCCC1)C1=NC2=C(N1)C=CC=C2,purine,,403.5340000000004,634.3951191225516,2.8023598329692305,-,+,
C1=C2C(=CC=C1Br)N(C(C=C2C)=O)CC3=C[N](N=N3)CC4=CC=C(C(=C4)C(=O)[H])O[H],E. coli (CIP 53154),5.52,,https://doi.org/10.1016/j.molstruc.2023.135179,6a,hybrid,C1=CC=C2C(=C1)C=CC(=O)N2,хинолон,,453.29600000000016,5.52,0.7419390777291989,-,+,нет бензимидазола
C1=C2C(=CC=C1F)N(C(C=C2C)=O)CC3=C[N](N=N3)CC4=CC=C(C(=C4)C(=O)[H])O[H],E. coli (CIP 53154),6.37,,https://doi.org/10.1016/j.molstruc.2023.135179,6b,hybrid,C1=CC=C2C(=C1)C=CC(=O)N2,,,392.39000000000016,6.37,0.8041394323353505,-,+,нет бензимидазола
C1=C2C(=CC=C1Br)N(C(C=C2C)=O)CC3=C[N](N=N3)CC4=CC=C(C(=C4)C5=NC6=C([N]5)C=CC=C6)O,E. coli (CIP 53154),0.14,,https://doi.org/10.1016/j.molstruc.2023.135179,7a,hybrid,[H]OC1=CC=C(CN2C=C(CN3C(=O)C=CC4=CC=CC=C34)N=N2)C=C1C1=NC2=C([N]1)C=CC=C2,"quinolone-1,2,3-triazole",,540.4010000000003,0.14,-0.8538719643217619,-,+,
C1=C2C(=CC=C1F)N(C(C=C2C)=O)CC3=C[N](N=N3)CC4=CC=C(C(=C4)C5=NC6=C([N]5)C=CC=C6)O[H],E. coli (CIP 53154),0.32,,https://doi.org/10.1016/j.molstruc.2023.135179,7h,hybrid,[H]OC1=CC=C(CN2C=C(CN3C(=O)C=CC4=CC=CC=C34)N=N2)C=C1C1=NC2=C([N]1)C=CC=C3,"quinolone-1,2,3-triazole",,479.49500000000023,0.32,-0.494850021680094,-,+,
C1=C2C(=CC=C1Br)N(C(C=C2C)=O)CC3=C[N](N=N3)CC4=CC=C(C(=C4)C5=NC6=C([N]5)C=CC(=C6)C)O[H],E. coli (CIP 53154),4.5,,https://doi.org/10.1016/j.molstruc.2023.135179,7b,hybrid,[H]OC1=CC=C(CN2C=C(CN3C(=O)C=CC4=CC=CC=C34)N=N2)C=C1C1=NC2=C([N]1)C=CC=C4,"quinolone-1,2,3-triazole",,554.4280000000003,4.5,0.6532125137753437,-,+,
C1=C2C(=CC=C1Br)N(C(C=C2C)=O)CC3=C[N](N=N3)CC4=CC=C(C(=C4)C5=NC6=C([N]5)C=C(C(=C6)C)C)O[H],E. coli (CIP 53154),0.14,,https://doi.org/10.1016/j.molstruc.2023.135179,7c,hybrid,[H]OC1=CC=C(CN2C=C(CN3C(=O)C=CC4=CC=CC=C34)N=N2)C=C1C1=NC2=C([N]1)C=CC=C5,"quinolone-1,2,3-triazole",,568.4550000000003,0.14,-0.8538719643217619,-,+,
C1=C2C(=CC=C1Br)N(C(C=C2C)=O)CC3=C[N](N=N3)CC4=CC=C(C(=C4)C5=NC6=C([N]5)C=CC(=C6)[Cl])O[H],E. coli (CIP 53154),0.14,,https://doi.org/10.1016/j.molstruc.2023.135179,7f,hybrid,[H]OC1=CC=C(CN2C=C(CN3C(=O)C=CC4=CC=CC=C34)N=N2)C=C1C1=NC2=C([N]1)C=CC=C6,"quinolone-1,2,3-triazole",,574.8460000000003,0.14,-0.8538719643217619,-,+,
C1=C2C(=CC=C1Br)N(C(C=C2C)=O)CC3=C[N](N=N3)CC4=CC=C(C(=C4)C5=NC6=C([N]5)C=CC(=C6)[Br])O[H],E. coli (CIP 53154),04.03,,https://doi.org/10.1016/j.molstruc.2023.135179,7g,hybrid,[H]OC1=CC=C(CN2C=C(CN3C(=O)C=CC4=CC=CC=C34)N=N2)C=C1C1=NC2=C([N]1)C=CC=C7,"quinolone-1,2,3-triazole",,619.2970000000004,04.03,0.6053050461411095,-,+,
C1=C2C(=CC=C1F)N(C(C=C2C)=O)CC3=C[N](N=N3)CC4=CC=C(C(=C4)C5=NC6=C([N]5)C=C(C(=C6)C)C)O[H],E. coli (CIP 53154),0.31,,https://doi.org/10.1016/j.molstruc.2023.135179,7k,hybrid,[H]OC1=CC=C(CN2C=C(CN3C(=O)C=CC4=CC=CC=C34)N=N2)C=C1C1=NC2=C([N]1)C=CC=C8,"quinolone-1,2,3-triazole",,507.5490000000003,0.31,-0.5086383061657274,-,+,
C1=C2C(=CC=C1F)N(C(C=C2C)=O)CC3=C[N](N=N3)CC4=CC=C(C(=C4)C5=NC6=C([N]5)C=C(C(=C6)C)C)O[H],E. coli (CIP 53154),0.61,,https://doi.org/10.1016/j.molstruc.2023.135179,7j,hybrid,[H]OC1=CC=C(CN2C=C(CN3C(=O)C=CC4=CC=CC=C34)N=N2)C=C1C1=NC2=C([N]1)C=CC=C9,"quinolone-1,2,3-triazole",,507.5490000000003,0.61,-0.21467016498923297,-,+,
C1=C2C(=CC=C1F)N(C(C=C2C)=O)CC3=C[N](N=N3)CC4=CC=C(C(=C4)C5=NC6=C([N]5)C=CC(=C6)Br)O[H],E. coli (CIP 53154),4.47,,https://doi.org/10.1016/j.molstruc.2023.135179,7n,hybrid,[H]OC1=CC=C(CN2C=C(CN3C(=O)C=CC4=CC=CC=C34)N=N2)C=C1C1=NC2=C([N]1)C=CC=C10,"quinolone-1,2,3-triazole",,558.3910000000003,4.47,0.6503075231319364,-,+,
C1=C2C(=CC=C1F)N(C(C=C2C)=O)CC3=C[N](N=N3)CC4=CC=C(C(=C4)C5=NC6=C([N]5)C=CC(=C6)Cl)O[H],E. coli (CIP 53154),4.75,,https://doi.org/10.1016/j.molstruc.2023.135179,7m,hybrid,[H]OC1=CC=C(CN2C=C(CN3C(=O)C=CC4=CC=CC=C34)N=N2)C=C1C1=NC2=C([N]1)C=CC=C11,"quinolone-1,2,3-triazole",,513.9400000000003,4.75,0.6766936096248666,-,+,
O=C1C=C(C=2C=C(Br)C=CC2N1CC=3N=NN(C3)CC=4C=CC(O)=C(C4)C5=NC6=CC(F)=CC=C6N5)C,E. coli (CIP 53154),0.56,,https://doi.org/10.1016/j.molstruc.2023.135179,7d,hybrid,[H]OC1=CC=C(CN2C=C(CN3C(=O)C=CC4=CC=CC=C34)N=N2)C=C1C1=NC2=C([N]1)C=CC=C12,"quinolone-1,2,3-triazole",,559.3990000000001,0.56,-0.25181197299379954,-,+,
O=C1C=C(C=2C=C(Br)C=CC2N1CC=3N=NN(C3)CC=4C=CC(O)=C(C4)C5=NC6=CC=C(C=C6N5)C(F)(F)F)C,E. coli (CIP 53154),01.03,,https://doi.org/10.1016/j.molstruc.2023.135179,7e,hybrid,[H]OC1=CC=C(CN2C=C(CN3C(=O)C=CC4=CC=CC=C34)N=N2)C=C1C1=NC2=C([N]1)C=CC=C13,"quinolone-1,2,3-triazole",,609.4060000000003,01.03,0.012837224705172217,-,+,
O=C1C=C(C=2C=C(F)C=CC2N1CC=3N=NN(C3)CC=4C=CC(O)=C(C4)C5=NC6=CC(=CC=C6N5)C)C,E. coli (CIP 53154),2.53,,https://doi.org/10.1016/j.molstruc.2023.135179,7i,hybrid,[H]OC1=CC=C(CN2C=C(CN3C(=O)C=CC4=CC=CC=C34)N=N2)C=C1C1=NC2=C([N]1)C=CC=C14,"quinolone-1,2,3-triazole",,494.53000000000026,2.53,0.40312052117581787,-,+,
O=C1C=C(C=2C=C(F)C=CC2N1CC=3N=NN(C3)CC=4C=CC(O)=C(C4)C5=NC6=CC=C(C=C6N5)C(F)(F)F)C,E. coli (CIP 53154),0.14,,https://doi.org/10.1016/j.molstruc.2023.135179,7l,hybrid,[H]OC1=CC=C(CN2C=C(CN3C(=O)C=CC4=CC=CC=C34)N=N2)C=C1C1=NC2=C([N]1)C=CC=C15,"quinolone-1,2,3-triazole",,548.5000000000002,0.14,-0.8538719643217619,-,+,
O=C(O)C1=CC=C(C=NNC(=O)C=2C=CC(=CC2)C3=NC4=CC(Cl)=CC=C4N3)C=C1,E. coli ATCC 25922,,256,https://doi.org/10.1016/j.molstruc.2022.133946,3a,hybrid,C1=CN=CC=C1C(=O)NN,hydrazone,,418.8400000000001,611.2119186324132,2.786191814392602,-,+,не гибриды
O=C(NN=CC1=CC=C(C=C1)N(CC)CC)C=2C=CC(=CC2)C3=NC4=CC=C(Cl)C=C4N3,E. coli ATCC 25922,,256,https://doi.org/10.1016/j.molstruc.2022.133946,3b,hybrid,C1=CN=CC=C1C(=O)NN,,,445.9540000000001,574.0502383653918,2.7589499016142156,-,+,???
O=C(NN=CC1=CC=C(C=C1)C(C)C)C=2C=CC(=CC2)C3=NC4=CC(Cl)=CC=C4N3,E. coli ATCC 25922,,256,https://doi.org/10.1016/j.molstruc.2022.133946,3c,hybrid,C1=CN=CC=C1C(=O)NN,,,416.9120000000001,614.0384541581915,2.7881955696847602,-,+,
O=C(NN=CC1=CC=C(SC)C=C1)C=2C=CC(=CC2)C3=NC4=CC(Cl)=CC=C4N3,E. coli ATCC 25922,,128,https://doi.org/10.1016/j.molstruc.2022.133946,3d,hybrid,C1=CN=CC=C1C(=O)NN,,,420.9250000000001,304.09217794143836,2.483005249080137,-,+,
O=C(NN=CC1=CC=C(C=C1)C(F)(F)F)C=2C=CC(=CC2)C3=NC4=CC(Cl)=CC=C4N3,E. coli ATCC 25922,,128,https://doi.org/10.1016/j.molstruc.2022.133946,3e,hybrid,C1=CN=CC=C1C(=O)NN,,,442.82800000000003,289.05127950355444,2.460974896147057,-,+,
O=C(NN=CC=1C=CC(=CC1)C=2C=CC=CC2)C=3C=CC(=CC3)C4=NC5=CC(Cl)=CC=C5N4,E. coli ATCC 25922,,256,https://doi.org/10.1016/j.molstruc.2022.133946,3f,hybrid,C1=CN=CC=C1C(=O)NN,,,450.92900000000014,567.7168689527617,2.7541317989008687,-,+,
O=C(NN=CC1=CC=C(OCC)C=C1)C=2C=CC(=CC2)C3=NC4=CC(Cl)=CC=C4N3,E. coli ATCC 25922,,256,https://doi.org/10.1016/j.molstruc.2022.133946,3g,hybrid,C1=CN=CC=C1C(=O)NN,,,418.88400000000007,611.1477163128693,2.786146193263874,-,+,
O=C(NN=CC1=CC=C(OCC=2C=CC=CC2)C=C1)C=3C=CC(=CC3)C4=NC5=CC(Cl)=CC=C5N4,E. coli ATCC 25922,,256,https://doi.org/10.1016/j.molstruc.2022.133946,3h,hybrid,C1=CN=CC=C1C(=O)NN,,,480.9550000000001,532.2743291991974,2.7261355212996143,-,+,
N#CC1=CC=C(C=NNC(=O)C=2C=CC(=CC2)C3=NC4=CC(Cl)=CC=C4N3)C=C1,E. coli ATCC 25922,,128,https://doi.org/10.1016/j.molstruc.2022.133946,3i,hybrid,C1=CN=CC=C1C(=O)NN,,,399.84100000000007,320.12725058210634,2.5053226446961787,-,+,
O=C(O)C=1C=CC=CC1C=NNC(=O)C=2C=CC(=CC2)C3=NC4=CC=C(Cl)C=C4N3,E. coli ATCC 25922,,256,https://doi.org/10.1016/j.molstruc.2022.133946,3j,hybrid,C1=CN=CC=C1C(=O)NN,,,418.8400000000001,611.2119186324132,2.786191814392602,-,+,
N1=CN=C(C=2NC=NC12)N3CCOCC3,E. coli ATCC25922,,256,https://doi.org/10.1016/j.bmcl.2018.03.046,1,hybrid,C(CN1C=NC2=C(N=CN=C12)N1CCOCC1)N1C=NC2=C1C=CC=C2,purine,,205.22099999999992,1247.435691279158,3.0960181658044506,-,+,
N1=CN(C=2C=CC=CC12)CCN3C=NC=4C3=NC=NC4N5CCOCC5,E. coli ATCC25922,,128,https://doi.org/10.1016/j.bmcl.2018.03.046,2a,hybrid,C(CN1C=NC2=C(N=CN=C12)N1CCOCC1)N1C=NC2=C1C=CC=C2,purine,,349.3980000000002,366.3443980789813,2.5638895549524436,-,+,
N1=CN(C=2C=C(C(=CC12)C)C)CCN3C=NC=4C3=NC=NC4N5CCOCC5,E. coli ATCC25922,,256,https://doi.org/10.1016/j.bmcl.2018.03.046,2b,hybrid,C(CN1C=NC2=C(N=CN=C12)N1CCOCC1)N1C=NC2=C1C=CC=C2,purine,,377.45200000000017,678.2319341267231,2.831378234407731,-,+,
N=1C=NC(=C2N=CN(C12)CCN3C(=NC=4C=CC=CC43)C)N5CCOCC5,E. coli ATCC25922,,256,https://doi.org/10.1016/j.bmcl.2018.03.046,2c,hybrid,C(CN1C=NC2=C(N=CN=C12)N1CCOCC1)N1C=NC2=C1C=CC=C2,purine,,363.42500000000024,704.4094379858287,2.8478251662016936,-,+,
FC(F)(F)C1=NC=2C=CC=CC2N1CCN3C=NC=4C3=NC=NC4N5CCOCC5,E. coli ATCC25922,,128,https://doi.org/10.1016/j.bmcl.2018.03.046,2d,hybrid,C(CN1C=NC2=C(N=CN=C12)N1CCOCC1)N1C=NC2=C1C=CC=C2,purine,,417.39500000000027,306.66395141293003,2.486662727327191,-,+,
O=N(=O)C=1C=CC2=C(N=C(N2CCN3C=NC=4C3=NC=NC4N5CCOCC5)C)C1,E. coli ATCC25922,,16,https://doi.org/10.1016/j.bmcl.2018.03.046,2e,hybrid,C(CN1C=NC2=C(N=CN=C12)N1CCOCC1)N1C=NC2=C1C=CC=C2,purine,,408.42200000000025,39.175166861726325,1.5930108549676258,-,+,
O=C(C1=NC=2C=CC=CC2N1CCN3C=NC=4C3=NC=NC4N5CCOCC5)C,E. coli ATCC25922,,128,https://doi.org/10.1016/j.bmcl.2018.03.046,2f,hybrid,C(CN1C=NC2=C(N=CN=C12)N1CCOCC1)N1C=NC2=C1C=CC=C2,purine,,391.43500000000023,327.0019288004392,2.5145503143266987,-,+,
N=1C=NC(=C2N=CN(C12)CC3=NC=4C=CC=CC4N3CC)N5CCOCC5,E. coli ATCC25922,,128,https://doi.org/10.1016/j.bmcl.2018.03.046,3a,hybrid,C(N1C=NC2=C(N=CN=C12)N1CCOCC1)C1=NC2=C(N1)C=CC=C2,purine,,363.42500000000024,352.20471899291437,2.5467951705377123,-,+,
N=1C=NC(=C2N=CN(C12)CC3=NC=4C=CC=CC4N3CCCC)N5CCOCC5,E. coli ATCC25922,,128,https://doi.org/10.1016/j.bmcl.2018.03.046,3b,hybrid,C(N1C=NC2=C(N=CN=C12)N1CCOCC1)C1=NC2=C(N1)C=CC=C2,purine,,391.4790000000003,326.9651756543771,2.514501499368162,-,+,
N=1C=NC(=C2N=CN(C12)CC3=NC=4C=CC=CC4N3CCCCCC)N5CCOCC5,E. coli ATCC25922,,8,https://doi.org/10.1016/j.bmcl.2018.03.046,3c,hybrid,C(N1C=NC2=C(N=CN=C12)N1CCOCC1)C1=NC2=C(N1)C=CC=C2,purine,,419.5330000000004,19.068821761339375,1.2803238593618378,-,+,
N=1C=NC(=C2N=CN(C12)CC3=NC=4C=CC=CC4N3CCCCCCCC)N5CCOCC5,E. coli ATCC25922,,256,https://doi.org/10.1016/j.bmcl.2018.03.046,3d,hybrid,C(N1C=NC2=C(N=CN=C12)N1CCOCC1)C1=NC2=C(N1)C=CC=C2,purine,,447.5870000000005,571.9558432215407,2.7573625011960514,-,+,
N=1C=NC(=C2N=CN(C12)CC3=NC=4C=CC=CC4N3CCCCCCCCCC)N5CCOCC5,E. coli ATCC25922,,128,https://doi.org/10.1016/j.bmcl.2018.03.046,3e,hybrid,C(N1C=NC2=C(N=CN=C12)N1CCOCC1)C1=NC2=C(N1)C=CC=C2,purine,,475.6410000000006,269.11052663668573,2.4299306861354046,-,+,
N=1C=NC(=C2N=CN(C12)CC3=NC=4C=CC=CC4N3CCCCCCCCCCCC)N5CCOCC5,E. coli ATCC25922,,256,https://doi.org/10.1016/j.bmcl.2018.03.046,3f,hybrid,C(N1C=NC2=C(N=CN=C12)N1CCOCC1)C1=NC2=C(N1)C=CC=C2,purine,,503.6950000000007,508.2440762763173,2.706072325518635,-,+,
N=1C=NC(=C2N=CN(C12)CC3=NC=4C=CC=CC4N3CCCCCCCCCCCCCCCC)N5CCOCC5,E. coli ATCC25922,,256,https://doi.org/10.1016/j.bmcl.2018.03.046,3g,hybrid,C(N1C=NC2=C(N=CN=C12)N1CCOCC1)C1=NC2=C(N1)C=CC=C2,purine,,559.8030000000006,457.3037300621821,2.660204743779143,-,+,
N=1C=NC(=C2N=CN(C12)CC3=NC=4C=CC=CC4N3CC=C)N5CCOCC5,E. coli ATCC25922,,256,https://doi.org/10.1016/j.bmcl.2018.03.046,3h,hybrid,C(N1C=NC2=C(N=CN=C12)N1CCOCC1)C1=NC2=C(N1)C=CC=C2,purine,,375.43600000000026,681.8738746417495,2.8337040511774667,-,+,
C#CCN1C(=NC=2C=CC=CC21)CN3C=NC=4C3=NC=NC4N5CCOCC5,E. coli ATCC25922,,512,https://doi.org/10.1016/j.bmcl.2018.03.046,3i,hybrid,C(N1C=NC2=C(N=CN=C12)N1CCOCC1)C1=NC2=C(N1)C=CC=C2,purine,,373.4200000000002,1371.1102779711846,3.1370723863637617,-,+,
N=1C=NC(=C2N=CN(C12)CC3=NC=4C=CC=CC4N3CC=5C=CC=CC5)N6CCOCC6,E. coli ATCC25922,,256,https://doi.org/10.1016/j.bmcl.2018.03.046,4a,hybrid,C(N1C=NC2=C(N=CN=C12)N1CCOCC1)C1=NC2=C(N1)C=CC=C2,purine,,425.49600000000027,601.6507793257747,2.7793444835847634,-,+,
FC=1C=CC=CC1CN2C(=NC=3C=CC=CC32)CN4C=NC=5C4=NC=NC5N6CCOCC6,E. coli ATCC25922,,256,https://doi.org/10.1016/j.bmcl.2018.03.046,4b,hybrid,C(N1C=NC2=C(N=CN=C12)N1CCOCC1)C1=NC2=C(N1)C=CC=C2,purine,,443.4860000000003,577.2448284726008,2.761360050769165,-,+,
FC1=CC=CC(=C1)CN2C(=NC=3C=CC=CC32)CN4C=NC=5C4=NC=NC5N6CCOCC6,E. coli ATCC25922,,256,https://doi.org/10.1016/j.bmcl.2018.03.046,4c,hybrid,C(N1C=NC2=C(N=CN=C12)N1CCOCC1)C1=NC2=C(N1)C=CC=C2,purine,,443.4860000000003,577.2448284726008,2.761360050769165,-,+,
FC1=CC=C(C=C1)CN2C(=NC=3C=CC=CC32)CN4C=NC=5C4=NC=NC5N6CCOCC6,E. coli ATCC25922,,256,https://doi.org/10.1016/j.bmcl.2018.03.046,4d,hybrid,C(N1C=NC2=C(N=CN=C12)N1CCOCC1)C1=NC2=C(N1)C=CC=C2,purine,,443.4860000000003,577.2448284726008,2.761360050769165,-,+,
ClC=1C=CC=CC1CN2C(=NC=3C=CC=CC32)CN4C=NC=5C4=NC=NC5N6CCOCC6,E. coli ATCC25922,,256,https://doi.org/10.1016/j.bmcl.2018.03.046,4e,hybrid,C(N1C=NC2=C(N=CN=C12)N1CCOCC1)C1=NC2=C(N1)C=CC=C2,purine,,459.94100000000026,556.5931282490577,2.745537840190734,-,+,
ClC1=CC=CC(=C1)CN2C(=NC=3C=CC=CC32)CN4C=NC=5C4=NC=NC5N6CCOCC6,E. coli ATCC25922,,256,https://doi.org/10.1016/j.bmcl.2018.03.046,4f,hybrid,C(N1C=NC2=C(N=CN=C12)N1CCOCC1)C1=NC2=C(N1)C=CC=C2,purine,,459.94100000000026,556.5931282490577,2.745537840190734,-,+,
ClC1=CC=C(C=C1)CN2C(=NC=3C=CC=CC32)CN4C=NC=5C4=NC=NC5N6CCOCC6,E. coli ATCC25922,,256,https://doi.org/10.1016/j.bmcl.2018.03.046,4g,hybrid,C(N1C=NC2=C(N=CN=C12)N1CCOCC1)C1=NC2=C(N1)C=CC=C2,purine,,459.94100000000026,556.5931282490577,2.745537840190734,-,+,
N1=CN=C(C=2NC=NC12)N3CCCCC3,E. coli ATCC25922,,256,https://doi.org/10.1016/j.bmcl.2018.03.046,5a,hybrid,C1CN(CCO1)C1=NC=NC2=C1NC=N2,purine,,203.2489999999999,1259.538792318782,3.100211547801219,-,+,
N=1C=NC(=C2N=CN(C12)CC3=NC=4C=CC=CC4N3CCCCCC)N5CCCCC5,E. coli ATCC25922,,16,https://doi.org/10.1016/j.bmcl.2018.03.046,6a,hybrid,C(N1C=NC2=C(N=CN=C12)N1CCCCC1)C1=NC2=C(N1)C=CC=C2,purine,,417.56100000000043,38.317754771159144,1.5834000536668578,-,+,
N1=CN=C(C=2NC=NC12)N3CCCC3,E. coli ATCC25922,,256,https://doi.org/10.1016/j.bmcl.2018.03.046,5b,hybrid,C1CN(CCO1)C1=NC=NC2=C1NC=N2,purine,,189.22199999999992,1352.9082242022603,3.1312683368234966,-,+,
N=1C=NC(=C2N=CN(C12)CC3=NC=4C=CC=CC4N3CCCCCC)N5CCCC5,E. coli ATCC25922,,16,https://doi.org/10.1016/j.bmcl.2018.03.046,6b,hybrid,C(N1C=NC2=C(N=CN=C12)N1CCCC1)C1=NC2=C(N1)C=CC=C2,purine,,403.5340000000004,39.649694945159474,1.5982398503133057,-,+,
O=C(O)C1=CN(C2=CC(=C(F)C=C2C1=O)N3CCN(C4=NC=5C=CC=CC5N4)CC3)CC,"E. coli DH52, Escherichia coli DH52",,2,http://dx.doi.org/10.1016/j.ejmech.2016.01.052,6a,hybrid,OC(=O)C1=CNC2=CC(N3CCN(CC3)C3=NC4=C(N3)C=CC=C4)=C(F)C=C2C1=O,quinolone,,435.4590000000002,4.592854895638853,0.6620827247519501,-,+,
O=C(O)C1=CN(C2=CC(=C(F)C=C2C1=O)N3CCN(C4=NC=5C=CC=CC5N4)CC3)C6CC6,"E. coli DH52, Escherichia coli DH52",,1,http://dx.doi.org/10.1016/j.ejmech.2016.01.052,6b,hybrid,OC(=O)C1=CNC2=CC(N3CCN(CC3)C3=NC4=C(N3)C=CC=C4)=C(F)C=C2C1=O,quinolone,,447.4700000000002,2.234786689610476,0.3492360760378955,-,+,
O=C(O)C1=CN(C2=CC(=C(F)C=C2C1=O)N3CCN(CC4=NC=5C=CC=CC5N4)CC3)CC,"E. coli DH52, Escherichia coli DH52",,0.5,http://dx.doi.org/10.1016/j.ejmech.2016.01.052,13a,hybrid,OC(=O)C1=CNC2=CC(N3CCN(CC4=NC5=C(N4)C=CC=C5)CC3)=C(F)C=C2C1=O,quinolone,,449.4860000000002,1.1123816982063952,0.046253834890649784,-,+,
O=C(O)C1=CN(C2=CC(=C(F)C=C2C1=O)N3CCN(CC4=NC=5C=CC(F)=CC5N4)CC3)CC,"E. coli DH52, Escherichia coli DH52",,16,http://dx.doi.org/10.1016/j.ejmech.2016.01.052,13b,hybrid,OC(=O)C1=CNC2=CC(N3CCN(CC4=NC5=C(N4)C=CC=C5)CC3)=C(F)C=C2C1=O,quinolone,,467.4760000000002,34.22635600544197,1.5343606633513853,-,+,
O=C(O)C1=CN(C2=CC(=C(F)C=C2C1=O)N3CCN(CC4=NC=5C=CC(Cl)=CC5N4)CC3)CC,"E. coli DH52, Escherichia coli DH52",,0.5,http://dx.doi.org/10.1016/j.ejmech.2016.01.052,13c,hybrid,OC(=O)C1=CNC2=CC(N3CCN(CC4=NC5=C(N4)C=CC=C5)CC3)=C(F)C=C2C1=O,quinolone,,483.93100000000027,1.0332051470147599,0.014186560988059238,-,+,
O=C(O)C1=CN(C2=CC(=C(F)C=C2C1=O)N3CCN(CC4=NC=5C=CC(Br)=CC5N4)CC3)CC,"E. coli DH52, Escherichia coli DH52",,16,http://dx.doi.org/10.1016/j.ejmech.2016.01.052,13d,hybrid,OC(=O)C1=CNC2=CC(N3CCN(CC4=NC5=C(N4)C=CC=C5)CC3)=C(F)C=C2C1=O,quinolone,,528.3820000000002,30.281122369800627,1.481171968251334,-,+,
O=C(O)C1=CN(C2=CC(=C(F)C=C2C1=O)N3CCN(CC4=NC=5C=CC(=CC5N4)N(=O)=O)CC3)CC,"E. coli DH52, Escherichia coli DH52",,8,http://dx.doi.org/10.1016/j.ejmech.2016.01.052,13e,hybrid,OC(=O)C1=CNC2=CC(N3CCN(CC4=NC5=C(N4)C=CC=C5)CC3)=C(F)C=C2C1=O,quinolone,,494.4830000000003,16.178513720390782,1.2089386215604687,-,+,
O=C(O)C1=CN(C2=CC(=C(F)C=C2C1=O)N3CCN(CC4=NC=5C=CC=CC5N4)CC3)C6CC6,"E. coli DH52, Escherichia coli DH52",,0.125,http://dx.doi.org/10.1016/j.ejmech.2016.01.052,13f,hybrid,OC(=O)C1=CNC2=CC(N3CCN(CC4=NC5=C(N4)C=CC=C5)CC3)=C(F)C=C2C1=O,quinolone,,461.49700000000024,0.27085766538027317,-0.5672588691953038,-,+,
O=C(O)C1=CN(C2=CC(=C(F)C=C2C1=O)N3CCN(CC4=NC=5C=CC(F)=CC5N4)CC3)C6CC6,"E. coli DH52, Escherichia coli DH52",,1,http://dx.doi.org/10.1016/j.ejmech.2016.01.052,13g,hybrid,OC(=O)C1=CNC2=CC(N3CCN(CC4=NC5=C(N4)C=CC=C5)CC3)=C(F)C=C2C1=O,quinolone,,479.48700000000025,2.085562278017964,0.3192231630601574,-,+,
O=C(O)C1=CN(C2=CC(=C(F)C=C2C1=O)N3CCN(CC4=NC=5C=CC(Cl)=CC5N4)CC3)C6CC6,"E. coli DH52, Escherichia coli DH52",,0.5,http://dx.doi.org/10.1016/j.ejmech.2016.01.052,13h,hybrid,OC(=O)C1=CNC2=CC(N3CCN(CC4=NC5=C(N4)C=CC=C5)CC3)=C(F)C=C2C1=O,quinolone,,495.9420000000003,1.0081824084267914,0.0035391152506877624,-,+,
O=C(O)C1=CN(C2=CC(=C(F)C=C2C1=O)N3CCN(CC4=NC=5C=CC(Br)=CC5N4)CC3)C6CC6,"E. coli DH52, Escherichia coli DH52",,8,http://dx.doi.org/10.1016/j.ejmech.2016.01.052,13i,hybrid,OC(=O)C1=CNC2=CC(N3CCN(CC4=NC5=C(N4)C=CC=C5)CC3)=C(F)C=C2C1=O,quinolone,,540.393,14.80404076292624,1.1703802722545764,-,+,
O=C(O)C1=CN(C2=CC(=C(F)C=C2C1=O)N3CCN(CC4=NC=5C=CC(=CC5N4)N(=O)=O)CC3)C6CC6,"E. coli DH52, Escherichia coli DH52",,4,http://dx.doi.org/10.1016/j.ejmech.2016.01.052,13j,hybrid,OC(=O)C1=CNC2=CC(N3CCN(CC4=NC5=C(N4)C=CC=C5)CC3)=C(F)C=C2C1=O,quinolone,,506.4940000000003,7.897428202505848,0.897485686315425,-,+,
